O=C(O)CCC1=CC=CC(O)C1O
CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3
NC(=O)C1=CC=C(C(=O)O)S1
OC1C(O)C(O)C2OC2C1O
CC(C)(COC(=O)Nc1ccc(Cl)cc1)n1cccc1
CN(C)C1=CC=C(C(=O)NNC(=O)C=CC(=O)O)C=C1
CC1=NN(C(=O)C2=CC=CC=C2)[C@@](C)(O)[C@@H]1C
CNC(=O)[C@@H](C)N(c1ccccc1)S(C)(=O)=O
Nc1cccc2cnccc12
O=C(O)[C@@H]1CS[C@H](c2ccc(O)cc2)N1
O[C@@H]1C=CO[C@@H]2COC(c3ccccc3)O[C@@H]12
Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O
CCOC(=O)c1cnc(NNC(C)=O)nc1C(F)(F)F
CC12CC[C@@H]3C4=C(CCC3[C@@H]1CCC2=O)C(O)=C(O)C=C4
CCC1C(=O)NC(=O)NC1=O
CCOC(=O)c1cccnc1
O=C1C=CC(=O)N1c1ccccc1
O=C(CCCCC(=O)Nc1ccccc1)Nc1ccccc1
CNC1=CC2=C(C=C1)NC(C)=C2C
CC(=O)N(Cl)c1ccccc1
CC1(C)OC(=O)N(Nc2ccccc2)[C@@]1(C)O
CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1
Cc1cc(-c2nnc3sc(-c4ccccn4)nn23)n[nH]1
O=[N+]([O-])c1ccc(C=Nn2c(CO)nc3ccccc32)cc1
CN1CCN2C3=CC=CC=C3CC3=CC=CC=C3C2C1
O=C(O)CCC1=NNC(=S)NC1=O
CC12CCC(CC1)C(C)(C)O2
C[C@@H](NC(=O)CCc1cccc(Cl)c1)c1ccccc1
CN(C)CCCC1(O)C2=CC=CC=C2CCC2=CC=CC=C21
CC(=O)OC1=CC=CC=C1C
O=[N+]([O-])c1cc(O)cc([N+](=O)[O-])c1
COC1=CC=CC(OC2=C(C(=O)O)C=C(OC)C=C2)=C1
CCOC(=O)C[C@H](N)C1=CC=CC=C1F
C[C@@H]1CCC2=C(C1)SC1=C2C(=O)NC(NN)=N1
CC(C)(C)C1=CC=C(OC2=C(C=O)C=C([N+](=O)[O-])C=C2)C=C1
NC(=O)OCC=Cc1ccccc1
ON=C(CCl)c1ccccc1
COCc1cc(=O)[nH]c(=S)[nH]1
C[C@@H]1CN=C(NC2=CC(F)=CC=C2)S1
CC(N)=C1C(=O)C(=O)N(C)[C@H]1c1ccccc1
c1ccc(Sc2ccccc2)cc1
NNC(=O)NC1=CC=CC=C1
CC(C)(C)[C@H]1CCN(C(C)(C)C)CC1=O
CC1(C)C2CCC(C2)C1(C)NC(=S)NCC1CCCO1
CC1=CC(=O)N=C(N[C@@H](C)C2=CC=CC=C2)N1
FCCCCOCCCCCl
O=C(CCC1=CC(Cl)=CC=C1)NC[C@H]1CCCO1
CC(C)C[C@@H]1NC(=O)NC1=O
CC12CCC3c4ccc(O)c(F)c4CCC3C1CC[C@@H]2O
N#CC#CC#CC=CC(=O)O
CNc1nc(Cl)nc(NC)n1
COc1ccc(OC(=O)CCc2cccc(Cl)c2)cc1
NC(=O)C=Cc1ccc([N+](=O)[O-])o1
CC(=O)N1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O
Cc1ccc(-c2cc(Cc3cccs3)c(=O)[nH]n2)cc1
CCOC(=O)[C@@H]1O[C@H]1c1ccccc1
O=C(O)CC1(Cl)C=CC(=O)O1
NC(CCCCNO)C(=O)O
NC(CC1=CN=CN1)C(=O)O
O[C@H]1COCc2nc3ccccc3n2C1
O=Cc1ccccc1C(=O)O
CC(=O)NC1=CC(C)=C(N)C(C)=C1
CCCCCC#CC(=O)OC
COc1nc(OC)[nH]c(=O)n1
O=C(O)c1ccc([C@@H]2N[C@@H](C(=O)O)CS2)cc1
COC1=CC=C(C2=NC(C3=CC=NC=C3)=NC=C2)C=C1
C[C@H](N)C1=CC=C(N2CCOCC2)C=C1
O=[N+]([O-])C1=CC=C(S(=O)(=O)Cl)C=C1
C[C@H]1CCC2=C(C1)SC1=NC=NC(N)=C21
CC(=O)N[C@H](C#N)C(N)=O
C#CC#CC=C=CC1CCC(=O)O1
CC(=O)Nc1cccc(N)c1
CC1=NN(C2=CC=CC=C2)C2=NC(N)=C(C(N)=O)C=C12
NC1=C(Cl)C=CC([N+](=O)[O-])=C1
C[C@@](N)(Cc1ccc(O)c(O)c1)C(=O)O
CC1=CC(C)=C(C)C(C)=C1C
CN1CC(c2ccccc2)C1
COC1=CC=C(C(=O)NC2=CC3=C(C=C2)NC=C3)C=C1
O[C@H]1OC[C@@H](O)[C@H](O)[C@H]1O
CCNC(C)C1=CC=CC=C1
Cn1cnc(N)c2ncnc1-2
O=C1OC(=O)c2ccc3c4c(ccc1c24)C(=O)OC3=O
CCCc1nn(C(=O)c2ccco2)cc1C(=O)OCC
CC(CC1=CC=CC=C1)NN
O=C(O)c1ccc2ccccc2c1
NC(=O)C1CCN(CC(O)CSc2ccccc2)CC1
CNC[C@H](O)C1=CC(O)=CC=C1
CN1CC2=C(C1=O)[C@@H](c1ccc(O)cc1)NC(=O)N2C
CCOC(=O)/C(C#N)=C/NNc1ccsc1C(=O)OC
NC1=NC=NC(C2=CC=CC=C2)=N1
C#CC(C)(O)C(O)c1ccccc1
CC1=CC([N+](=O)[O-])=C(Cl)C=C1
CC(C)[C@@H]1C[C@@](C2=CC=CC=C2)([C@H](CN)CO)CCO1
N[C@H](CC1=CNC2=CC=CC=C12)C(=O)O
CC(=O)NNC1=CC=CC=C1
Nc1nc(=O)c2ncn(C3C[C@H](O)[C@@H](CO)O3)c2[nH]1
CC1=CC[C@H](C(=O)O)[C@@H](c2ccccc2)C1
ClCCNCC1=CC=CC=C1
CC1=CC=C(C=C2SC3=NC4=CC=CC=C4N3C2=O)O1
CC1=C(O)C=CC(C(=O)O)=C1
c1cncc(C2CCCN2)c1
COc1c(C(C)C)ccc(C)c1C(=O)Nc1ccc(O)cc1
O=C(O)C1=CC(Cl)=C(O)C=C1
CCCCCCCCCCC(C)C
c1ccc(CN(Cc2ccccc2)Cc2ccccc2)cc1
CCC1=CN=C(N=CNO)N=C1C1=C(F)C=CC=C1F
Fc1ccc(-c2ccccc2)cc1
CC1=C(N)C=CC([N+](=O)[O-])=C1
NC1=NC(=O)C2=C(N1)NC(=O)C=N2
NC(=O)C1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
O=C(CSC1=NCCCCC1)c1ccc([N+](=O)[O-])cc1
CC(N)=C(C#N)C1=CCCC1
C1=CC=C(C2=CC(N3CCC4=CC=CC=C4C3)=NC=N2)C=C1
CC(C)(C)[C@@]1(O)CC=NN1C(=O)c1ccc(Cl)cc1
CCOC(=O)c1[nH]ncc1N
CC1=CC(NC(N)=S)=CC=C1
CNc1ccccc1C(=O)NC1CC(C)CC(C)(C)C1
CC1=CC(NS(=O)(=O)C2=CC3=C(C=C2)OCCO3)=NO1
NC(=S)Cc1ccccc1Cl
CCC1=CC=C(NC(=O)CCC2=CC(Cl)=CC=C2)C=C1
Cc1cc(C)nc(SC=CC(=O)c2ccc(F)cc2)n1
O=[N+]([O-])C1=C(F)C=C(Cl)C=C1
Cc1nc(Cl)c([N+](=O)[O-])n1C
NCCNCCNCCNCCN
CCC(=O)c1ccccc1O
O=C(O)c1cc(=O)cc(C(=O)O)o1
Cc1ccc(NNC(=O)c2ccc(F)cc2F)c(C)c1
COC1=CC=CC=C1C(=O)O
OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
NC(=O)c1cc2ccccc2oc1=NC1CCCCC1
CNC(=O)c1c(C)csc1N
CC1=CC(SCC(=O)C2=CNC3=CC=CC=C23)=NC=N1
C1=C(N2CCOCC2)CCC1
Cc1[nH]c(=O)[nH]c(=O)c1CO
CC1=NN(C)C(NCCC2=CC=C(Cl)C=C2)=C1[N+](=O)[O-]
CCOC(=O)C(C)Oc1ccc2c(C)cc(=O)oc2c1
O=C1NC(=O)c2ccccc21
C=C(C)C1CC=C(C=O)CC1
CC(=O)Nc1ccc(NS(=O)(=O)c2cn(C)cn2)cc1
N[C@H](CSC[C@H](N)C(=O)O)C(=O)O
N[C@@H](CC1=CC=C(F)C=C1)C(=O)O
CC1CCc2ccccc2C1
C=C(C#N)C(=O)OCCCC
CCCCCCCCN(C)C
CC(C)NC1=CC=C(Cl)C=C1
CCC1CC(C)C(=O)NC1=O
c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)nc12
CC(C)c1ccc(C(=O)Nc2cccc3ccccc23)cc1
CC1=CC[C@@H](C(=O)O)[C@@H](c2ccccc2)C1
COc1cccc(OC)c1C(=O)O
C[C@]1(C2CC2)NC(=O)NC1=O
COC(=O)[C@@H](N)CCc1nc2ccccc2[nH]1
CCN(CC)CCC1=NOC(C)=C1
NC(=O)C=CC1=CC=C([N+](=O)[O-])O1
COC(=O)C1=CC(NC(=O)NC(=O)C2=CC=CC=C2)=CC=C1
CC1=CC=C(S(=O)(=O)NC(CCCCN)C(N)=O)C=C1
c1ccc(CNc2cc(-c3ccccc3)ncn2)cc1
C=CCSC1=NNC(c2ccc(C(C)(C)C)cc2)=NN1
NCC(O)C1=CC(O)=CC=C1
O=COCCC1=CC=CC=C1
O=C(O)OCc1ccccc1
O=S(=O)(O)c1ccc(O)cc1
NC(=O)c1ccc([N+](=O)[O-])cc1Cl
Cn1c(=O)n2n(c1=O)C1c3ccccc3C2c2ccccc21
COc1ccccc1NC(=O)CC(=O)c1ccccc1
CC(=O)Oc1ccccc1Cl
CC(C)C1=CC2=CC=CC=C2C=C1
C[C@](N)(Cc1ccc2c(c1)OCO2)C(N)=O
COC1=C(OC)C=C2C(NC3=CC=C(O)C=C3)=NC=NC2=C1
NCC1CCC(C(=O)O)CC1
CC1=C2C=CC=CC2=NC(=O)CN1
CCOC(=O)C1C2CNCC21
O=C1C2=CC=CC=C2C(=O)C2=C(O)C(CO)=C(O)C=C12
CCCCCCCCCCCl
CC1=C2C=CC3=CC=CC=C3C2=C(C)C2=CC=CC=C12
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O
CC1=CC=C(NC(=O)N(CCC#N)CC2=CC=CC=C2)C=C1
CC(=O)NC1=CC=C(C(=O)NC2=CC=CC=C2N)C=C1
Cc1c(Cl)cccc1NC(=O)NCc1ccc(C)n1C
OC1CCCC2=CC=CC=C21
COP(=S)(OC)SCC(=O)O
CC(N)c1cccc(Cl)c1Cl
OC[C@H]1O[C@@H](n2cnc3c(NO)ncnc32)[C@H](O)[C@@H]1O
c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12
c1ccc2c(c1)ccc1cc3ccc4ccccc4c3cc12
CC(=O)N1C[C@H](C)C(=O)Nc2ccccc21
O=[N+]([O-])C1=C(Cl)C=C(O)C=C1
CCOC(=O)C1=CN2N=C(N3CCCCC3)C=CC2=N1
NC1=CC2=C(C=C1)N=C(N)S2
CC1=C(O)C2=CC=CC=C2C(O)=C1
COC1=CC=CC(C(=O)O)=C1OC
Cc1cc([N+](=O)[O-])ccc1OCC(=O)NC[C@H]1CCCO1
CN1CCN(C2=NC=NC3=C2C=CC(C(=O)O)=C3)CC1
CCCCCCCCC(N)=O
N#CCC1=CC=C(NC(=O)NC2=CC=CC=C2F)C=C1
CC1=C(C(=O)O)C=CC(O)=C1
Cc1cc(N)ccc1[N+](=O)[O-]
CC1=CN(CC(=O)ON2C(=O)CCC2=O)C(=O)NC1=O
CC1(C)c2ccccc2N2CC(=O)N(O)[C@@]21C
O=C(O)CC12C[C@@H]3C[C@@H](CC(O)(C3)C1)C2
COC(CNC(=O)C(=O)NC1=C(F)C=CC=C1F)OC
CNC1=CC=CC=C1C(=O)NC1CC(C)CC(C)(C)C1
NCCCCCNCCCN
O=C1c2ccccc2CC1Cl
O=C(O)c1ccccc1C1Nc2ccccc2-n2cccc21
O=C1C=C(C2=CC=CC=C2)CN(C2CCCCC2)C1=O
CC(C)(C)C1=CC2=CC(C(C)(C)C)=CC3=C2C(=C1)CC3
CC1=CC=C(C(=O)N[C@@H](C)C(=O)O)C=C1
FC1=CC=CC2=CC=CC=C12
NNC(=O)C1=CC=CC=C1O
CN1C=NN=C1SCC(=O)O
COC1=CC2=C(C=C1)C(=NNC1=NC(C)=CS1)CCC2
CC(C)(C)NCC(O)COC1=CC=CC2=C1NC(=O)N2
O=C(OC[C@@H]1CCCO1)C1=C(F)C=CC=C1Cl
Nc1ccc(Cl)cc1[N+](=O)[O-]
C[C@@H]1Cn2c(nnc2-c2cccs2)S1
CCOc1ccc2nc(N)sc2c1
CC1CCCC2(C)CCCCC12O
CC(=O)Oc1ccc(C)cc1
Cc1ccccc1OCCO
Cc1c2ccccc2c(C)c2c1ccc1ccccc12
CC1=CC=C(OC(=O)C(C)C)C=C1
CN1C[C@H](CO)C=C2C3=C4C(=CNC4=CC=C3)C[C@H]21
C[C@H](Sc1nc2ccccc2[nH]1)C(N)=O
Cc1ccc(C(C)C=O)cc1
O=C(O)[C@@H]1[C@@H]2C=C[C@@]3(CN(C4=CN=CC=C4)C(=O)[C@@H]13)O2
CC1(C)[C@@H]2CC[C@@](C)(C2)[C@H]1O
CCCc1cc(=O)nc(NCCc2nc3ccccc3[nH]2)[nH]1
CC1=CC(=O)CN(C(C)C)C1
O=C1C2C(C(=O)C3C1[C@H]1C=C[C@@H]3C1)[C@H]1C=C[C@@H]2C1
OC1=CC=CC=C1C[C@H]1CC2CCN1CC2
CC1=CC=CC=C1NCCO
Nc1ccc(F)c([N+](=O)[O-])c1
CC(=O)N1C[C@@H](C)C(=O)NC2=CC=CC=C21
COC1=C(O)C=CC(C=O)=C1
CC1=NC2=C(OC3=CC=CC=C32)C(NC2=CC=CC=C2O)=N1
CC(=O)c1cccc(Nc2cc(-c3ccccc3)ncn2)c1
COC1=CC2=C(C=C1)C1CCC3(C)C(CC[C@@H]3O)C1CC2
C[C@H](N)Cc1ccccc1
CCOC1=CC=C(C=O)C=C1
COC(=O)[C@H](CC1=CC=CC=C1)NC(C)=O
CC1=C(C)C=C(C(=O)O)C=C1
O=C(O)CC1=CC(S)=CC=C1
COC1=C2O[C@H]3C[C@@H](O)C=C[C@]34CCN(C)CC(=C24)C=C1
COC(=O)NC1=NN=C(C2=CC(OC)=C(OC)C=C2)S1
CCN(CC)C(=O)CC(C)=O
COC1=CC=CC(C=O)=C1O
Clc1cccc(C(Cl)(Cl)Cl)n1
CC12CC[C@@H]3c4ccc(O)c(O)c4CCC3[C@@H]1CCC2=O
NC(=O)c1cccc(N=O)c1
C#C[C@@](C)(O)CCC1=CC=C(OC)C=C1
CN(CC1=CC=CC=C1)CN1C(=O)OC2=CC=CC=C21
O=C(O)C(CC1=CC=CS1)C1=CC=CC2=CC=CC=C12
Cc1ccc(Nc2nc(C)nc3c2oc2ccccc23)cc1
C1=CC=C2C(=C1)CCC[C@H]2C1=NCCN1
C[C@@](N)(CC1=CC=C(O)C=C1)C(=O)O
c1ccc2c(N=Nc3cccc4ccccc34)cccc2c1
O=C(O)C1=CC=C([C@@H]2N[C@@H](C(=O)O)CS2)C=C1
NC1=CC=C(C2=C3C=CC(N)=CC3=NC3=CC=CC=C23)C=C1
COC(=O)c1c(N)sc2c1CC[C@H](C)C2
O=C(NCCc1ccccn1)c1nc(=O)c2ccccc2[nH]1
CC1=CC=CC=C1S(N)(=O)=O
CC(=O)Nc1cccc(F)c1
Clc1ccc2ncccc2c1
CCOC(=O)C(=O)c1ccccc1
COC1=NC2=C(CC3=CC=CC=C32)C(C2=CC=CN2)=C1C#N
O=C1NC(=O)C(=Cc2cnc(-c3ccccc3)nc2)C(=O)N1
COC(=O)[C@H](CC(N)=O)NC(C)=O
CCC(=O)c1ccc(O)c(OC)c1
O=C(O)C(O)CC1=CN=CN1
c1ccc2c(c1)CCC[C@@H]2C1=NCCN1
CN1CCN(C(c2ccccc2)c2ccccc2)CC1
COC(=O)C1=CC=CC=C1C[C@@H](Cl)C#N
O=C1OCc2ccc(NC(=O)c3nccnc3C(=O)O)cc21
CNCCCCOC1=CC=CC=C1CC1=CC=CC=C1
CC1=CC(=O)N=C(NC2=CC=C(OC3=CC=CC=C3)C=C2)N1
OC1=CC=CC2=C1N=CC=C2
N[C@@H](Cc1c(F)cccc1F)C(=O)O
CCCNC(=O)[C@@H]1CCCN1
O=Cc1c2[nH]c3ccccc3c2cc2[nH]c3ccccc3c12
c1ccc(N=C(Nc2ccccc2)Nc2ccccc2)cc1
CCOc1ccc([C@@H](CC(=O)O)n2cnnn2)cc1
NNC1=C(F)C(F)=C(F)C(F)=C1F
O=[N+]([O-])C=Cc1ccccc1
CCOC1=CC=C(N(C)C(=O)C(C(C)O)N(C)C)C=C1
O=C(O)c1cccc(C(=O)O)c1O
Oc1c(Cl)c(Cl)cc(Cl)c1Cl
CCC1=CC=CC(C)=C1N[C@H]1CS(=O)(=O)C[C@@H]1O
CC1=NN(C(=O)c2ccccc2)[C@](C)(O)[C@@H]1C
CCCCCC(O)CCCC(=O)O
CC(=O)CC(=O)C1=CC=CO1
COC1=C(O)C=CC(C[C@H](N)C(=O)O)=C1
C=C1OC(=O)O[C@@]1(C)CC(C)(C)C1=CC=CC=C1
FC(F)(F)C1=NN(C2=CC=CC=C2)C(C2=CC=CS2)=C1
S=c1[nH]c2cc(Cl)ccc2o1
NC1=CC(C(=O)O)=C(O)C=C1
C[C@@H]1OC2=CC=CC=C2C=C1/C=C/C(=O)O
COc1ccc([N+](=O)[O-])cc1
Cc1ccc(C(=O)c2c[nH]c(C=CC(=O)NO)c2)cc1
CC1(C)C[C@](C)(Cc2ccccc2)OC(=S)N1
CC1=CC=CC(C(=O)NC(=O)C2=CC=CC=C2O)=C1C
O=C[C@H]1C(=O)Nc2ccccc21
Nc1ccc2c(c1)COC2=O
O=C(O)CCC(=O)NC1=CC=C(C2CCCCC2)C=C1
CC(C)(C)[C@H](N)Cn1ccnc1
CC1=C(CN2CCC3=C(C2=O)C2=CC=CC=C2N3C)N=CN1
CCN(CC)c1ccccc1
NC(=O)[C@@H]1COC2=CC=CC=C2O1
N#CC1=C(SCC(N)=O)N2CCC[C@@H]2N=C1
CCN1C[C@@H](C)C[C@H](O)C1
O=C(Cc1cccs1)NCc1ccc(C(F)(F)F)cc1
Cc1cc(=O)nc(Nc2ccc(Oc3ccccc3)cc2)[nH]1
O=C(O)c1c(F)cccc1Cl
CC(=O)N[C@H]1C[C@@H](C(C)(C)NC(C)=O)CC=C1C
CC(C)CCN1C2=C(C3=CC=CC=C31)C(C)(C)NC(C)(C)C2
